gender,id,item,question,condition,rating,belief,outcome
female,303,Irene,punishment,neutral,1,neutral,neutral
female,306,Irene,punishment,neutral,2,neutral,neutral
female,311,Irene,punishment,neutral,1,neutral,neutral
female,314,Irene,punishment,neutral,1,neutral,neutral
male,321,Irene,punishment,neutral,1,neutral,neutral
male,326,Irene,punishment,neutral,1,neutral,neutral
female,330,Irene,punishment,neutral,1,neutral,neutral
male,331,Irene,punishment,neutral,2,neutral,neutral
female,334,Irene,punishment,neutral,1,neutral,neutral
male,340,Irene,punishment,neutral,1,neutral,neutral
male,341,Irene,punishment,neutral,2,neutral,neutral
male,347,Irene,punishment,neutral,1,neutral,neutral
male,348,Irene,punishment,neutral,1,neutral,neutral
male,357,Irene,punishment,neutral,1,neutral,neutral
female,360,Irene,punishment,neutral,1,neutral,neutral
female,363,Irene,punishment,neutral,1,neutral,neutral
male,370,Irene,punishment,neutral,1,neutral,neutral
female,372,Irene,punishment,neutral,1,neutral,neutral
male,373,Irene,punishment,neutral,4,neutral,neutral
female,381,Irene,punishment,neutral,1,neutral,neutral
male,382,Irene,punishment,neutral,1,neutral,neutral
male,388,Irene,punishment,neutral,1,neutral,neutral
female,394,Irene,punishment,neutral,2,neutral,neutral
male,396,Irene,punishment,neutral,1,neutral,neutral
male,399,Irene,punishment,neutral,1,neutral,neutral
female,403,Irene,punishment,neutral,1,neutral,neutral
female,410,Irene,punishment,neutral,1,neutral,neutral
male,414,Irene,punishment,neutral,1,neutral,neutral
female,415,Irene,punishment,neutral,2,neutral,neutral
female,426,Irene,punishment,neutral,1,neutral,neutral
female,428,Irene,punishment,neutral,1,neutral,neutral
male,429,Irene,punishment,neutral,7,neutral,neutral
female,431,Irene,punishment,neutral,1,neutral,neutral
female,432,Irene,punishment,neutral,1,neutral,neutral
female,438,Irene,punishment,neutral,1,neutral,neutral
male,441,Irene,punishment,neutral,1,neutral,neutral
male,444,Irene,punishment,neutral,1,neutral,neutral
male,450,Irene,punishment,neutral,1,neutral,neutral
male,456,Irene,punishment,neutral,1,neutral,neutral
female,458,Irene,punishment,neutral,1,neutral,neutral
female,463,Irene,punishment,neutral,1,neutral,neutral
male,465,Irene,punishment,neutral,1,neutral,neutral
male,471,Irene,punishment,neutral,1,neutral,neutral
female,477,Irene,punishment,neutral,2,neutral,neutral
male,479,Irene,punishment,neutral,1,neutral,neutral
male,484,Irene,punishment,neutral,1,neutral,neutral
male,486,Irene,punishment,neutral,1,neutral,neutral
male,489,Irene,punishment,neutral,1,neutral,neutral
female,493,Irene,punishment,neutral,1,neutral,neutral
female,498,Irene,punishment,neutral,1,neutral,neutral
female,500,Irene,punishment,neutral,1,neutral,neutral
female,3,Grace,wrongness,accidental,1,neutral,negative
female,9,Grace,wrongness,accidental,1,neutral,negative
female,10,Grace,wrongness,accidental,2,neutral,negative
male,13,Grace,wrongness,accidental,1,neutral,negative
female,19,Grace,wrongness,accidental,1,neutral,negative
female,25,Grace,wrongness,accidental,1,neutral,negative
female,27,Grace,wrongness,accidental,1,neutral,negative
male,28,Grace,wrongness,accidental,1,neutral,negative
female,38,Grace,wrongness,accidental,1,neutral,negative
male,44,Grace,wrongness,accidental,5,neutral,negative
male,46,Grace,wrongness,accidental,1,neutral,negative
female,49,Grace,wrongness,accidental,1,neutral,negative
male,51,Grace,wrongness,accidental,2,neutral,negative
male,57,Grace,wrongness,accidental,4,neutral,negative
female,60,Grace,wrongness,accidental,2,neutral,negative
male,64,Grace,wrongness,accidental,4,neutral,negative
male,65,Grace,wrongness,accidental,1,neutral,negative
male,74,Grace,wrongness,accidental,1,neutral,negative
female,77,Grace,wrongness,accidental,1,neutral,negative
male,80,Grace,wrongness,accidental,1,neutral,negative
male,85,Grace,wrongness,accidental,7,neutral,negative
male,89,Grace,wrongness,accidental,1,neutral,negative
male,94,Grace,wrongness,accidental,1,neutral,negative
male,95,Grace,wrongness,accidental,3,neutral,negative
male,100,Grace,wrongness,accidental,1,neutral,negative
male,108,Grace,wrongness,accidental,1,neutral,negative
female,109,Grace,wrongness,accidental,2,neutral,negative
male,113,Grace,wrongness,accidental,4,neutral,negative
male,116,Grace,wrongness,accidental,1,neutral,negative
female,119,Grace,wrongness,accidental,1,neutral,negative
female,123,Grace,wrongness,accidental,1,neutral,negative
female,129,Grace,wrongness,accidental,1,neutral,negative
female,133,Grace,wrongness,accidental,1,neutral,negative
female,138,Grace,wrongness,accidental,1,neutral,negative
male,139,Grace,wrongness,accidental,3,neutral,negative
male,141,Grace,wrongness,accidental,7,neutral,negative
male,146,Grace,wrongness,accidental,1,neutral,negative
female,149,Grace,wrongness,accidental,3,neutral,negative
male,155,Grace,wrongness,accidental,1,neutral,negative
male,161,Grace,wrongness,accidental,4,neutral,negative
female,166,Grace,wrongness,accidental,1,neutral,negative
female,167,Grace,wrongness,accidental,1,neutral,negative
female,173,Grace,wrongness,accidental,1,neutral,negative
female,178,Grace,wrongness,accidental,1,neutral,negative
male,183,Grace,wrongness,accidental,6,neutral,negative
male,186,Grace,wrongness,accidental,1,neutral,negative
female,187,Grace,wrongness,accidental,1,neutral,negative
male,194,Grace,wrongness,accidental,1,neutral,negative
male,198,Grace,wrongness,accidental,1,neutral,negative
male,200,Grace,wrongness,accidental,1,neutral,negative
female,202,Grace,wrongness,accidental,4,neutral,negative
female,210,Grace,wrongness,accidental,1,neutral,negative
male,212,Grace,wrongness,accidental,1,neutral,negative
male,213,Grace,wrongness,accidental,1,neutral,negative
male,215,Grace,wrongness,accidental,1,neutral,negative
male,220,Grace,wrongness,accidental,1,neutral,negative
male,228,Grace,wrongness,accidental,2,neutral,negative
female,240,Grace,wrongness,accidental,1,neutral,negative
male,243,Grace,wrongness,accidental,1,neutral,negative
male,244,Grace,wrongness,accidental,1,neutral,negative
female,248,Grace,wrongness,accidental,1,neutral,negative
female,253,Grace,wrongness,accidental,6,neutral,negative
male,254,Grace,wrongness,accidental,4,neutral,negative
male,255,Grace,wrongness,accidental,2,neutral,negative
male,258,Grace,wrongness,accidental,1,neutral,negative
female,260,Grace,wrongness,accidental,1,neutral,negative
male,266,Grace,wrongness,accidental,2,neutral,negative
female,272,Grace,wrongness,accidental,4,neutral,negative
female,277,Grace,wrongness,accidental,1,neutral,negative
male,280,Grace,wrongness,accidental,6,neutral,negative
female,287,Grace,wrongness,accidental,1,neutral,negative
male,288,Grace,wrongness,accidental,2,neutral,negative
male,291,Grace,wrongness,accidental,2,neutral,negative
male,297,Grace,wrongness,accidental,1,neutral,negative
3,299,Grace,wrongness,accidental,1,neutral,negative
male,305,Grace,wrongness,accidental,1,neutral,negative
female,315,Grace,wrongness,accidental,1,neutral,negative
female,316,Grace,wrongness,accidental,2,neutral,negative
female,317,Grace,wrongness,accidental,5,neutral,negative
male,319,Grace,wrongness,accidental,1,neutral,negative
female,325,Grace,wrongness,accidental,1,neutral,negative
female,328,Grace,wrongness,accidental,6,neutral,negative
female,336,Grace,wrongness,accidental,1,neutral,negative
male,337,Grace,wrongness,accidental,1,neutral,negative
male,344,Grace,wrongness,accidental,1,neutral,negative
male,345,Grace,wrongness,accidental,1,neutral,negative
male,352,Grace,wrongness,accidental,1,neutral,negative
male,353,Grace,wrongness,accidental,1,neutral,negative
male,361,Grace,wrongness,accidental,1,neutral,negative
male,362,Grace,wrongness,accidental,1,neutral,negative
male,367,Grace,wrongness,accidental,4,neutral,negative
male,371,Grace,wrongness,accidental,1,neutral,negative
female,375,Grace,wrongness,accidental,5,neutral,negative
female,380,Grace,wrongness,accidental,1,neutral,negative
male,384,Grace,wrongness,accidental,2,neutral,negative
female,386,Grace,wrongness,accidental,4,neutral,negative
female,391,Grace,wrongness,accidental,1,neutral,negative
male,392,Grace,wrongness,accidental,1,neutral,negative
male,400,Grace,wrongness,accidental,1,neutral,negative
male,402,Grace,wrongness,accidental,1,neutral,negative
female,406,Grace,wrongness,accidental,2,neutral,negative
male,412,Grace,wrongness,accidental,1,neutral,negative
male,413,Grace,wrongness,accidental,1,neutral,negative
female,417,Grace,wrongness,accidental,1,neutral,negative
male,424,Grace,wrongness,accidental,1,neutral,negative
female,425,Grace,wrongness,accidental,1,neutral,negative
male,433,Grace,wrongness,accidental,2,neutral,negative
female,434,Grace,wrongness,accidental,1,neutral,negative
female,436,Grace,wrongness,accidental,1,neutral,negative
male,440,Grace,wrongness,accidental,1,neutral,negative
female,443,Grace,wrongness,accidental,7,neutral,negative
male,448,Grace,wrongness,accidental,1,neutral,negative
male,453,Grace,wrongness,accidental,1,neutral,negative
3,454,Grace,wrongness,accidental,1,neutral,negative
male,464,Grace,wrongness,accidental,1,neutral,negative
female,466,Grace,wrongness,accidental,2,neutral,negative
male,470,Grace,wrongness,accidental,1,neutral,negative
female,474,Grace,wrongness,accidental,1,neutral,negative
female,480,Grace,wrongness,accidental,1,neutral,negative
male,481,Grace,wrongness,accidental,5,neutral,negative
female,487,Grace,wrongness,accidental,1,neutral,negative
female,492,Grace,wrongness,accidental,1,neutral,negative
female,494,Grace,wrongness,accidental,1,neutral,negative
female,495,Grace,wrongness,accidental,7,neutral,negative
male,502,Grace,wrongness,accidental,2,neutral,negative
male,4,Anna,wrongness,accidental,2,neutral,negative
male,7,Anna,wrongness,accidental,1,neutral,negative
female,12,Anna,wrongness,accidental,4,neutral,negative
female,14,Anna,wrongness,accidental,2,neutral,negative
female,21,Anna,wrongness,accidental,2,neutral,negative
male,34,Anna,wrongness,accidental,1,neutral,negative
male,35,Anna,wrongness,accidental,5,neutral,negative
male,36,Anna,wrongness,accidental,4,neutral,negative
male,37,Anna,wrongness,accidental,2,neutral,negative
female,42,Anna,wrongness,accidental,2,neutral,negative
female,45,Anna,wrongness,accidental,3,neutral,negative
male,47,Anna,wrongness,accidental,2,neutral,negative
female,54,Anna,wrongness,accidental,7,neutral,negative
male,55,Anna,wrongness,accidental,2,neutral,negative
female,56,Anna,wrongness,accidental,2,neutral,negative
male,59,Anna,wrongness,accidental,4,neutral,negative
male,70,Anna,wrongness,accidental,1,neutral,negative
female,72,Anna,wrongness,accidental,4,neutral,negative
female,75,Anna,wrongness,accidental,1,neutral,negative
male,79,Anna,wrongness,accidental,1,neutral,negative
male,86,Anna,wrongness,accidental,2,neutral,negative
male,87,Anna,wrongness,accidental,6,neutral,negative
female,92,Anna,wrongness,accidental,4,neutral,negative
male,97,Anna,wrongness,accidental,5,neutral,negative
female,99,Anna,wrongness,accidental,5,neutral,negative
male,102,Anna,wrongness,accidental,5,neutral,negative
female,103,Anna,wrongness,accidental,4,neutral,negative
male,106,Anna,wrongness,accidental,1,neutral,negative
male,107,Anna,wrongness,accidental,1,neutral,negative
male,117,Anna,wrongness,accidental,3,neutral,negative
male,127,Anna,wrongness,accidental,6,neutral,negative
male,128,Anna,wrongness,accidental,4,neutral,negative
female,130,Anna,wrongness,accidental,2,neutral,negative
male,134,Anna,wrongness,accidental,4,neutral,negative
male,145,Anna,wrongness,accidental,3,neutral,negative
male,148,Anna,wrongness,accidental,3,neutral,negative
male,152,Anna,wrongness,accidental,5,neutral,negative
male,154,Anna,wrongness,accidental,4,neutral,negative
female,157,Anna,wrongness,accidental,1,neutral,negative
female,159,Anna,wrongness,accidental,1,neutral,negative
male,169,Anna,wrongness,accidental,1,neutral,negative
male,171,Anna,wrongness,accidental,1,neutral,negative
female,174,Anna,wrongness,accidental,3,neutral,negative
female,176,Anna,wrongness,accidental,1,neutral,negative
male,182,Anna,wrongness,accidental,5,neutral,negative
female,185,Anna,wrongness,accidental,2,neutral,negative
male,190,Anna,wrongness,accidental,3,neutral,negative
male,193,Anna,wrongness,accidental,7,neutral,negative
male,197,Anna,wrongness,accidental,6,neutral,negative
female,204,Anna,wrongness,accidental,1,neutral,negative
male,205,Anna,wrongness,accidental,6,neutral,negative
male,206,Anna,wrongness,accidental,1,neutral,negative
female,208,Anna,wrongness,accidental,1,neutral,negative
male,211,Anna,wrongness,accidental,2,neutral,negative
female,222,Anna,wrongness,accidental,4,neutral,negative
female,225,Anna,wrongness,accidental,2,neutral,negative
male,230,Anna,wrongness,accidental,2,neutral,negative
female,234,Anna,wrongness,accidental,1,neutral,negative
female,237,Anna,wrongness,accidental,2,neutral,negative
male,241,Anna,wrongness,accidental,1,neutral,negative
male,242,Anna,wrongness,accidental,4,neutral,negative
male,245,Anna,wrongness,accidental,1,neutral,negative
female,247,Anna,wrongness,accidental,2,neutral,negative
male,250,Anna,wrongness,accidental,4,neutral,negative
female,261,Anna,wrongness,accidental,4,neutral,negative
female,263,Anna,wrongness,accidental,6,neutral,negative
female,271,Anna,wrongness,accidental,4,neutral,negative
male,275,Anna,wrongness,accidental,6,neutral,negative
male,278,Anna,wrongness,accidental,2,neutral,negative
male,279,Anna,wrongness,accidental,7,neutral,negative
male,282,Anna,wrongness,accidental,4,neutral,negative
male,285,Anna,wrongness,accidental,1,neutral,negative
male,290,Anna,wrongness,accidental,1,neutral,negative
female,298,Anna,wrongness,accidental,2,neutral,negative
male,301,Anna,wrongness,accidental,1,neutral,negative
female,303,Anna,wrongness,accidental,1,neutral,negative
female,306,Anna,wrongness,accidental,4,neutral,negative
female,311,Anna,wrongness,accidental,6,neutral,negative
female,314,Anna,wrongness,accidental,4,neutral,negative
male,321,Anna,wrongness,accidental,2,neutral,negative
male,326,Anna,wrongness,accidental,1,neutral,negative
female,330,Anna,wrongness,accidental,3,neutral,negative
male,331,Anna,wrongness,accidental,1,neutral,negative
female,334,Anna,wrongness,accidental,2,neutral,negative
male,340,Anna,wrongness,accidental,4,neutral,negative
male,341,Anna,wrongness,accidental,2,neutral,negative
male,347,Anna,wrongness,accidental,2,neutral,negative
male,348,Anna,wrongness,accidental,1,neutral,negative
male,357,Anna,wrongness,accidental,4,neutral,negative
female,360,Anna,wrongness,accidental,1,neutral,negative
female,363,Anna,wrongness,accidental,4,neutral,negative
male,370,Anna,wrongness,accidental,1,neutral,negative
female,372,Anna,wrongness,accidental,1,neutral,negative
male,373,Anna,wrongness,accidental,1,neutral,negative
female,381,Anna,wrongness,accidental,2,neutral,negative
male,382,Anna,wrongness,accidental,2,neutral,negative
male,388,Anna,wrongness,accidental,5,neutral,negative
female,394,Anna,wrongness,accidental,1,neutral,negative
male,396,Anna,wrongness,accidental,1,neutral,negative
male,399,Anna,wrongness,accidental,2,neutral,negative
female,403,Anna,wrongness,accidental,1,neutral,negative
female,410,Anna,wrongness,accidental,1,neutral,negative
male,414,Anna,wrongness,accidental,4,neutral,negative
female,415,Anna,wrongness,accidental,1,neutral,negative
female,426,Anna,wrongness,accidental,1,neutral,negative
female,428,Anna,wrongness,accidental,2,neutral,negative
male,429,Anna,wrongness,accidental,7,neutral,negative
female,431,Anna,wrongness,accidental,3,neutral,negative
female,432,Anna,wrongness,accidental,1,neutral,negative
female,438,Anna,wrongness,accidental,1,neutral,negative
male,441,Anna,wrongness,accidental,1,neutral,negative
male,444,Anna,wrongness,accidental,6,neutral,negative
male,450,Anna,wrongness,accidental,2,neutral,negative
male,456,Anna,wrongness,accidental,1,neutral,negative
female,458,Anna,wrongness,accidental,4,neutral,negative
female,463,Anna,wrongness,accidental,3,neutral,negative
male,465,Anna,wrongness,accidental,1,neutral,negative
male,471,Anna,wrongness,accidental,1,neutral,negative
female,477,Anna,wrongness,accidental,1,neutral,negative
male,479,Anna,wrongness,accidental,3,neutral,negative
male,484,Anna,wrongness,accidental,7,neutral,negative
male,486,Anna,wrongness,accidental,1,neutral,negative
male,489,Anna,wrongness,accidental,4,neutral,negative
female,493,Anna,wrongness,accidental,2,neutral,negative
female,498,Anna,wrongness,accidental,2,neutral,negative
female,500,Anna,wrongness,accidental,1,neutral,negative
female,2,Frank,wrongness,accidental,7,neutral,negative
female,11,Frank,wrongness,accidental,7,neutral,negative
male,16,Frank,wrongness,accidental,4,neutral,negative
male,17,Frank,wrongness,accidental,4,neutral,negative
male,20,Frank,wrongness,accidental,2,neutral,negative
male,22,Frank,wrongness,accidental,3,neutral,negative
male,24,Frank,wrongness,accidental,2,neutral,negative
male,30,Frank,wrongness,accidental,4,neutral,negative
female,31,Frank,wrongness,accidental,3,neutral,negative
male,33,Frank,wrongness,accidental,6,neutral,negative
male,39,Frank,wrongness,accidental,7,neutral,negative
female,40,Frank,wrongness,accidental,4,neutral,negative
male,52,Frank,wrongness,accidental,3,neutral,negative
male,53,Frank,wrongness,accidental,4,neutral,negative
male,58,Frank,wrongness,accidental,4,neutral,negative
male,61,Frank,wrongness,accidental,7,neutral,negative
female,68,Frank,wrongness,accidental,2,neutral,negative
male,69,Frank,wrongness,accidental,4,neutral,negative
female,71,Frank,wrongness,accidental,4,neutral,negative
male,76,Frank,wrongness,accidental,5,neutral,negative
female,78,Frank,wrongness,accidental,4,neutral,negative
female,84,Frank,wrongness,accidental,1,neutral,negative
male,90,Frank,wrongness,accidental,3,neutral,negative
female,93,Frank,wrongness,accidental,4,neutral,negative
male,98,Frank,wrongness,accidental,6,neutral,negative
female,101,Frank,wrongness,accidental,5,neutral,negative
female,110,Frank,wrongness,accidental,7,neutral,negative
male,111,Frank,wrongness,accidental,4,neutral,negative
male,112,Frank,wrongness,accidental,5,neutral,negative
male,115,Frank,wrongness,accidental,2,neutral,negative
male,120,Frank,wrongness,accidental,6,neutral,negative
female,121,Frank,wrongness,accidental,7,neutral,negative
male,126,Frank,wrongness,accidental,7,neutral,negative
female,132,Frank,wrongness,accidental,6,neutral,negative
male,135,Frank,wrongness,accidental,5,neutral,negative
female,140,Frank,wrongness,accidental,1,neutral,negative
male,150,Frank,wrongness,accidental,4,neutral,negative
male,153,Frank,wrongness,accidental,4,neutral,negative
female,156,Frank,wrongness,accidental,7,neutral,negative
female,158,Frank,wrongness,accidental,3,neutral,negative
male,160,Frank,wrongness,accidental,5,neutral,negative
male,163,Frank,wrongness,accidental,6,neutral,negative
female,164,Frank,wrongness,accidental,5,neutral,negative
female,175,Frank,wrongness,accidental,5,neutral,negative
female,177,Frank,wrongness,accidental,7,neutral,negative
male,180,Frank,wrongness,accidental,7,neutral,negative
female,184,Frank,wrongness,accidental,4,neutral,negative
male,189,Frank,wrongness,accidental,2,neutral,negative
male,191,Frank,wrongness,accidental,5,neutral,negative
male,196,Frank,wrongness,accidental,2,neutral,negative
male,199,Frank,wrongness,accidental,4,neutral,negative
male,207,Frank,wrongness,accidental,4,neutral,negative
male,209,Frank,wrongness,accidental,3,neutral,negative
female,214,Frank,wrongness,accidental,4,neutral,negative
male,218,Frank,wrongness,accidental,4,neutral,negative
male,221,Frank,wrongness,accidental,2,neutral,negative
male,224,Frank,wrongness,accidental,3,neutral,negative
female,226,Frank,wrongness,accidental,7,neutral,negative
female,227,Frank,wrongness,accidental,3,neutral,negative
male,233,Frank,wrongness,accidental,6,neutral,negative
male,239,Frank,wrongness,accidental,2,neutral,negative
female,252,Frank,wrongness,accidental,6,neutral,negative
female,256,Frank,wrongness,accidental,3,neutral,negative
female,259,Frank,wrongness,accidental,1,neutral,negative
female,264,Frank,wrongness,accidental,7,neutral,negative
female,265,Frank,wrongness,accidental,7,neutral,negative
female,267,Frank,wrongness,accidental,5,neutral,negative
female,269,Frank,wrongness,accidental,2,neutral,negative
male,273,Frank,wrongness,accidental,1,neutral,negative
female,274,Frank,wrongness,accidental,4,neutral,negative
male,283,Frank,wrongness,accidental,1,neutral,negative
male,284,Frank,wrongness,accidental,5,neutral,negative
female,292,Frank,wrongness,accidental,7,neutral,negative
female,293,Frank,wrongness,accidental,4,neutral,negative
male,296,Frank,wrongness,accidental,4,neutral,negative
male,300,Frank,wrongness,accidental,4,neutral,negative
male,304,Frank,wrongness,accidental,4,neutral,negative
female,310,Frank,wrongness,accidental,4,neutral,negative
female,313,Frank,wrongness,accidental,3,neutral,negative
male,318,Frank,wrongness,accidental,5,neutral,negative
male,320,Frank,wrongness,accidental,3,neutral,negative
male,323,Frank,wrongness,accidental,5,neutral,negative
female,332,Frank,wrongness,accidental,6,neutral,negative
female,333,Frank,wrongness,accidental,4,neutral,negative
female,338,Frank,wrongness,accidental,4,neutral,negative
male,339,Frank,wrongness,accidental,6,neutral,negative
female,349,Frank,wrongness,accidental,3,neutral,negative
male,350,Frank,wrongness,accidental,7,neutral,negative
male,351,Frank,wrongness,accidental,3,neutral,negative
male,355,Frank,wrongness,accidental,4,neutral,negative
female,358,Frank,wrongness,accidental,7,neutral,negative
female,365,Frank,wrongness,accidental,4,neutral,negative
male,366,Frank,wrongness,accidental,4,neutral,negative
male,369,Frank,wrongness,accidental,1,neutral,negative
male,377,Frank,wrongness,accidental,3,neutral,negative
male,379,Frank,wrongness,accidental,2,neutral,negative
female,383,Frank,wrongness,accidental,3,neutral,negative
female,387,Frank,wrongness,accidental,7,neutral,negative
female,393,Frank,wrongness,accidental,4,neutral,negative
female,395,Frank,wrongness,accidental,3,neutral,negative
male,401,Frank,wrongness,accidental,4,neutral,negative
male,404,Frank,wrongness,accidental,5,neutral,negative
male,411,Frank,wrongness,accidental,7,neutral,negative
female,418,Frank,wrongness,accidental,4,neutral,negative
male,420,Frank,wrongness,accidental,2,neutral,negative
male,421,Frank,wrongness,accidental,7,neutral,negative
female,422,Frank,wrongness,accidental,4,neutral,negative
male,423,Frank,wrongness,accidental,4,neutral,negative
male,430,Frank,wrongness,accidental,3,neutral,negative
female,437,Frank,wrongness,accidental,2,neutral,negative
female,446,Frank,wrongness,accidental,2,neutral,negative
male,449,Frank,wrongness,accidental,4,neutral,negative
female,451,Frank,wrongness,accidental,1,neutral,negative
female,452,Frank,wrongness,accidental,7,neutral,negative
female,459,Frank,wrongness,accidental,4,neutral,negative
female,460,Frank,wrongness,accidental,5,neutral,negative
female,462,Frank,wrongness,accidental,2,neutral,negative
male,467,Frank,wrongness,accidental,7,neutral,negative
female,469,Frank,wrongness,accidental,7,neutral,negative
male,472,Frank,wrongness,accidental,5,neutral,negative
female,482,Frank,wrongness,accidental,6,neutral,negative
female,483,Frank,wrongness,accidental,7,neutral,negative
male,488,Frank,wrongness,accidental,3,neutral,negative
female,490,Frank,wrongness,accidental,5,neutral,negative
male,497,Frank,wrongness,accidental,1,neutral,negative
female,501,Frank,wrongness,accidental,5,neutral,negative
male,1,Irene,wrongness,accidental,3,neutral,negative
female,5,Irene,wrongness,accidental,1,neutral,negative
male,6,Irene,wrongness,accidental,1,neutral,negative
female,8,Irene,wrongness,accidental,4,neutral,negative
male,15,Irene,wrongness,accidental,7,neutral,negative
female,18,Irene,wrongness,accidental,1,neutral,negative
female,23,Irene,wrongness,accidental,5,neutral,negative
male,26,Irene,wrongness,accidental,7,neutral,negative
male,29,Irene,wrongness,accidental,4,neutral,negative
male,32,Irene,wrongness,accidental,4,neutral,negative
male,41,Irene,wrongness,accidental,1,neutral,negative
male,43,Irene,wrongness,accidental,1,neutral,negative
male,48,Irene,wrongness,accidental,1,neutral,negative
male,50,Irene,wrongness,accidental,1,neutral,negative
male,62,Irene,wrongness,accidental,2,neutral,negative
male,63,Irene,wrongness,accidental,3,neutral,negative
female,66,Irene,wrongness,accidental,1,neutral,negative
female,67,Irene,wrongness,accidental,2,neutral,negative
male,73,Irene,wrongness,accidental,1,neutral,negative
male,81,Irene,wrongness,accidental,7,neutral,negative
male,82,Irene,wrongness,accidental,2,neutral,negative
female,83,Irene,wrongness,accidental,3,neutral,negative
female,88,Irene,wrongness,accidental,6,neutral,negative
male,91,Irene,wrongness,accidental,2,neutral,negative
female,96,Irene,wrongness,accidental,1,neutral,negative
male,104,Irene,wrongness,accidental,6,neutral,negative
male,105,Irene,wrongness,accidental,1,neutral,negative
female,114,Irene,wrongness,accidental,3,neutral,negative
male,118,Irene,wrongness,accidental,7,neutral,negative
female,122,Irene,wrongness,accidental,6,neutral,negative
male,124,Irene,wrongness,accidental,1,neutral,negative
male,125,Irene,wrongness,accidental,5,neutral,negative
male,131,Irene,wrongness,accidental,1,neutral,negative
male,136,Irene,wrongness,accidental,1,neutral,negative
male,137,Irene,wrongness,accidental,1,neutral,negative
male,142,Irene,wrongness,accidental,4,neutral,negative
male,143,Irene,wrongness,accidental,3,neutral,negative
female,144,Irene,wrongness,accidental,2,neutral,negative
female,147,Irene,wrongness,accidental,3,neutral,negative
female,151,Irene,wrongness,accidental,2,neutral,negative
female,162,Irene,wrongness,accidental,1,neutral,negative
male,165,Irene,wrongness,accidental,4,neutral,negative
male,168,Irene,wrongness,accidental,1,neutral,negative
female,170,Irene,wrongness,accidental,4,neutral,negative
male,172,Irene,wrongness,accidental,1,neutral,negative
female,179,Irene,wrongness,accidental,1,neutral,negative
male,181,Irene,wrongness,accidental,1,neutral,negative
male,188,Irene,wrongness,accidental,1,neutral,negative
male,192,Irene,wrongness,accidental,5,neutral,negative
male,195,Irene,wrongness,accidental,1,neutral,negative
female,201,Irene,wrongness,accidental,4,neutral,negative
male,203,Irene,wrongness,accidental,4,neutral,negative
female,216,Irene,wrongness,accidental,1,neutral,negative
female,217,Irene,wrongness,accidental,6,neutral,negative
male,219,Irene,wrongness,accidental,2,neutral,negative
female,223,Irene,wrongness,accidental,6,neutral,negative
female,229,Irene,wrongness,accidental,1,neutral,negative
male,231,Irene,wrongness,accidental,4,neutral,negative
female,232,Irene,wrongness,accidental,2,neutral,negative
female,235,Irene,wrongness,accidental,1,neutral,negative
male,236,Irene,wrongness,accidental,3,neutral,negative
male,238,Irene,wrongness,accidental,1,neutral,negative
male,246,Irene,wrongness,accidental,1,neutral,negative
female,249,Irene,wrongness,accidental,2,neutral,negative
female,251,Irene,wrongness,accidental,4,neutral,negative
male,257,Irene,wrongness,accidental,5,neutral,negative
male,262,Irene,wrongness,accidental,2,neutral,negative
male,268,Irene,wrongness,accidental,7,neutral,negative
male,270,Irene,wrongness,accidental,3,neutral,negative
female,276,Irene,wrongness,accidental,7,neutral,negative
female,281,Irene,wrongness,accidental,2,neutral,negative
male,286,Irene,wrongness,accidental,5,neutral,negative
male,289,Irene,wrongness,accidental,5,neutral,negative
male,294,Irene,wrongness,accidental,1,neutral,negative
female,295,Irene,wrongness,accidental,1,neutral,negative
male,302,Irene,wrongness,accidental,7,neutral,negative
female,307,Irene,wrongness,accidental,1,neutral,negative
female,308,Irene,wrongness,accidental,1,neutral,negative
male,309,Irene,wrongness,accidental,2,neutral,negative
female,312,Irene,wrongness,accidental,5,neutral,negative
male,322,Irene,wrongness,accidental,4,neutral,negative
male,324,Irene,wrongness,accidental,6,neutral,negative
female,327,Irene,wrongness,accidental,1,neutral,negative
female,329,Irene,wrongness,accidental,4,neutral,negative
female,335,Irene,wrongness,accidental,5,neutral,negative
female,342,Irene,wrongness,accidental,4,neutral,negative
female,343,Irene,wrongness,accidental,1,neutral,negative
female,346,Irene,wrongness,accidental,2,neutral,negative
female,354,Irene,wrongness,accidental,7,neutral,negative
female,356,Irene,wrongness,accidental,2,neutral,negative
male,359,Irene,wrongness,accidental,6,neutral,negative
male,364,Irene,wrongness,accidental,1,neutral,negative
female,368,Irene,wrongness,accidental,1,neutral,negative
female,374,Irene,wrongness,accidental,6,neutral,negative
female,376,Irene,wrongness,accidental,6,neutral,negative
male,378,Irene,wrongness,accidental,3,neutral,negative
female,385,Irene,wrongness,accidental,6,neutral,negative
male,389,Irene,wrongness,accidental,4,neutral,negative
male,390,Irene,wrongness,accidental,3,neutral,negative
male,397,Irene,wrongness,accidental,3,neutral,negative
male,398,Irene,wrongness,accidental,2,neutral,negative
male,405,Irene,wrongness,accidental,4,neutral,negative
female,407,Irene,wrongness,accidental,2,neutral,negative
male,408,Irene,wrongness,accidental,5,neutral,negative
male,409,Irene,wrongness,accidental,4,neutral,negative
male,416,Irene,wrongness,accidental,4,neutral,negative
male,419,Irene,wrongness,accidental,3,neutral,negative
female,427,Irene,wrongness,accidental,7,neutral,negative
female,435,Irene,wrongness,accidental,4,neutral,negative
