id,Class,Sex,Age,Survived
943,Crew,Male,Adult,No
944,Crew,Male,Adult,No
945,Crew,Male,Adult,No
946,Crew,Male,Adult,No
947,Crew,Male,Adult,No
948,Crew,Male,Adult,No
949,Crew,Male,Adult,No
950,Crew,Male,Adult,No
951,Crew,Male,Adult,No
952,Crew,Male,Adult,No
953,Crew,Male,Adult,No
954,Crew,Male,Adult,No
955,Crew,Male,Adult,No
956,Crew,Male,Adult,No
957,Crew,Male,Adult,No
958,Crew,Male,Adult,No
959,Crew,Male,Adult,No
960,Crew,Male,Adult,No
961,Crew,Male,Adult,No
962,Crew,Male,Adult,No
963,Crew,Male,Adult,No
964,Crew,Male,Adult,No
965,Crew,Male,Adult,No
966,Crew,Male,Adult,No
967,Crew,Male,Adult,No
968,Crew,Male,Adult,No
969,Crew,Male,Adult,No
970,Crew,Male,Adult,No
971,Crew,Male,Adult,No
972,Crew,Male,Adult,No
973,Crew,Male,Adult,No
974,Crew,Male,Adult,No
975,Crew,Male,Adult,No
976,Crew,Male,Adult,No
977,Crew,Male,Adult,No
978,Crew,Male,Adult,No
979,Crew,Male,Adult,No
980,Crew,Male,Adult,No
981,Crew,Male,Adult,No
982,Crew,Male,Adult,No
983,Crew,Male,Adult,No
984,Crew,Male,Adult,No
985,Crew,Male,Adult,No
986,Crew,Male,Adult,No
987,Crew,Male,Adult,No
988,Crew,Male,Adult,No
989,Crew,Male,Adult,No
990,Crew,Male,Adult,No
991,Crew,Male,Adult,No
992,Crew,Male,Adult,No
993,Crew,Male,Adult,No
994,Crew,Male,Adult,No
995,Crew,Male,Adult,No
996,Crew,Male,Adult,No
997,Crew,Male,Adult,No
998,Crew,Male,Adult,No
999,Crew,Male,Adult,No
1e3,Crew,Male,Adult,No
1001,Crew,Male,Adult,No
1002,Crew,Male,Adult,No
1003,Crew,Male,Adult,No
1004,Crew,Male,Adult,No
1005,Crew,Male,Adult,No
1006,Crew,Male,Adult,No
1007,Crew,Male,Adult,No
1008,Crew,Male,Adult,No
1009,Crew,Male,Adult,No
1010,Crew,Male,Adult,No
1011,Crew,Male,Adult,No
1012,Crew,Male,Adult,No
1013,Crew,Male,Adult,No
1014,Crew,Male,Adult,No
1015,Crew,Male,Adult,No
1016,Crew,Male,Adult,No
1017,Crew,Male,Adult,No
1018,Crew,Male,Adult,No
1019,Crew,Male,Adult,No
1020,Crew,Male,Adult,No
1021,Crew,Male,Adult,No
1022,Crew,Male,Adult,No
1023,Crew,Male,Adult,No
1024,Crew,Male,Adult,No
1025,Crew,Male,Adult,No
1026,Crew,Male,Adult,No
1027,Crew,Male,Adult,No
1028,Crew,Male,Adult,No
1029,Crew,Male,Adult,No
1030,Crew,Male,Adult,No
1031,Crew,Male,Adult,No
1032,Crew,Male,Adult,No
1033,Crew,Male,Adult,No
1034,Crew,Male,Adult,No
1035,Crew,Male,Adult,No
1036,Crew,Male,Adult,No
1037,Crew,Male,Adult,No
1038,Crew,Male,Adult,No
1039,Crew,Male,Adult,No
1040,Crew,Male,Adult,No
1041,Crew,Male,Adult,No
1042,Crew,Male,Adult,No
1043,Crew,Male,Adult,No
1044,Crew,Male,Adult,No
1045,Crew,Male,Adult,No
1046,Crew,Male,Adult,No
1047,Crew,Male,Adult,No
1048,Crew,Male,Adult,No
1049,Crew,Male,Adult,No
1050,Crew,Male,Adult,No
1051,Crew,Male,Adult,No
1052,Crew,Male,Adult,No
1053,Crew,Male,Adult,No
1054,Crew,Male,Adult,No
1055,Crew,Male,Adult,No
1056,Crew,Male,Adult,No
1057,Crew,Male,Adult,No
1058,Crew,Male,Adult,No
1059,Crew,Male,Adult,No
1060,Crew,Male,Adult,No
1061,Crew,Male,Adult,No
1062,Crew,Male,Adult,No
1063,Crew,Male,Adult,No
1064,Crew,Male,Adult,No
1065,Crew,Male,Adult,No
1066,Crew,Male,Adult,No
1067,Crew,Male,Adult,No
1068,Crew,Male,Adult,No
1069,Crew,Male,Adult,No
1070,Crew,Male,Adult,No
1071,Crew,Male,Adult,No
1072,Crew,Male,Adult,No
1073,Crew,Male,Adult,No
1074,Crew,Male,Adult,No
1075,Crew,Male,Adult,No
1076,Crew,Male,Adult,No
1077,Crew,Male,Adult,No
1078,Crew,Male,Adult,No
1079,Crew,Male,Adult,No
1080,Crew,Male,Adult,No
1081,Crew,Male,Adult,No
1082,Crew,Male,Adult,No
1083,Crew,Male,Adult,No
1084,Crew,Male,Adult,No
1085,Crew,Male,Adult,No
1086,Crew,Male,Adult,No
1087,Crew,Male,Adult,No
1088,Crew,Male,Adult,No
1089,Crew,Male,Adult,No
1090,Crew,Male,Adult,No
1091,Crew,Male,Adult,No
1092,Crew,Male,Adult,No
1093,Crew,Male,Adult,No
1094,Crew,Male,Adult,No
1095,Crew,Male,Adult,No
1096,Crew,Male,Adult,No
1097,Crew,Male,Adult,No
1098,Crew,Male,Adult,No
1099,Crew,Male,Adult,No
1100,Crew,Male,Adult,No
1101,Crew,Male,Adult,No
1102,Crew,Male,Adult,No
1103,Crew,Male,Adult,No
1104,Crew,Male,Adult,No
1105,Crew,Male,Adult,No
1106,Crew,Male,Adult,No
1107,Crew,Male,Adult,No
1108,Crew,Male,Adult,No
1109,Crew,Male,Adult,No
1110,Crew,Male,Adult,No
1111,Crew,Male,Adult,No
1112,Crew,Male,Adult,No
1113,Crew,Male,Adult,No
1114,Crew,Male,Adult,No
1115,Crew,Male,Adult,No
1116,Crew,Male,Adult,No
1117,Crew,Male,Adult,No
1118,Crew,Male,Adult,No
1119,Crew,Male,Adult,No
1120,Crew,Male,Adult,No
1121,Crew,Male,Adult,No
1122,Crew,Male,Adult,No
1123,Crew,Male,Adult,No
1124,Crew,Male,Adult,No
1125,Crew,Male,Adult,No
1126,Crew,Male,Adult,No
1127,Crew,Male,Adult,No
1128,Crew,Male,Adult,No
1129,Crew,Male,Adult,No
1130,Crew,Male,Adult,No
1131,Crew,Male,Adult,No
1132,Crew,Male,Adult,No
1133,Crew,Male,Adult,No
1134,Crew,Male,Adult,No
1135,Crew,Male,Adult,No
1136,Crew,Male,Adult,No
1137,Crew,Male,Adult,No
1138,Crew,Male,Adult,No
1139,Crew,Male,Adult,No
1140,Crew,Male,Adult,No
1141,Crew,Male,Adult,No
1142,Crew,Male,Adult,No
1143,Crew,Male,Adult,No
1144,Crew,Male,Adult,No
1145,Crew,Male,Adult,No
1146,Crew,Male,Adult,No
1147,Crew,Male,Adult,No
1148,Crew,Male,Adult,No
1149,Crew,Male,Adult,No
1150,Crew,Male,Adult,No
1151,Crew,Male,Adult,No
1152,Crew,Male,Adult,No
1153,Crew,Male,Adult,No
1154,Crew,Male,Adult,No
1155,Crew,Male,Adult,No
1156,Crew,Male,Adult,No
1157,Crew,Male,Adult,No
1158,Crew,Male,Adult,No
1159,Crew,Male,Adult,No
1160,Crew,Male,Adult,No
1161,Crew,Male,Adult,No
1162,Crew,Male,Adult,No
1163,Crew,Male,Adult,No
1164,Crew,Male,Adult,No
1165,Crew,Male,Adult,No
1166,Crew,Male,Adult,No
1167,Crew,Male,Adult,No
1168,Crew,Male,Adult,No
1169,Crew,Male,Adult,No
1170,Crew,Male,Adult,No
1171,Crew,Male,Adult,No
1172,Crew,Male,Adult,No
1173,Crew,Male,Adult,No
1174,Crew,Male,Adult,No
1175,Crew,Male,Adult,No
1176,Crew,Male,Adult,No
1177,Crew,Male,Adult,No
1178,Crew,Male,Adult,No
1179,Crew,Male,Adult,No
1180,Crew,Male,Adult,No
1181,Crew,Male,Adult,No
1182,Crew,Male,Adult,No
1183,Crew,Male,Adult,No
1184,Crew,Male,Adult,No
1185,Crew,Male,Adult,No
1186,Crew,Male,Adult,No
1187,Crew,Male,Adult,No
1188,Crew,Male,Adult,No
1189,Crew,Male,Adult,No
1190,Crew,Male,Adult,No
1191,Crew,Male,Adult,No
1192,Crew,Male,Adult,No
1193,Crew,Male,Adult,No
1194,Crew,Male,Adult,No
1195,Crew,Male,Adult,No
1196,Crew,Male,Adult,No
1197,Crew,Male,Adult,No
1198,Crew,Male,Adult,No
1199,Crew,Male,Adult,No
1200,Crew,Male,Adult,No
1201,Crew,Male,Adult,No
1202,Crew,Male,Adult,No
1203,Crew,Male,Adult,No
1204,Crew,Male,Adult,No
1205,Crew,Male,Adult,No
1206,Crew,Male,Adult,No
1207,Crew,Male,Adult,No
1208,Crew,Male,Adult,No
1209,Crew,Male,Adult,No
1210,Crew,Male,Adult,No
1211,Crew,Male,Adult,No
1212,Crew,Male,Adult,No
1213,Crew,Male,Adult,No
1214,Crew,Male,Adult,No
1215,Crew,Male,Adult,No
1216,Crew,Male,Adult,No
1217,Crew,Male,Adult,No
1218,Crew,Male,Adult,No
1219,Crew,Male,Adult,No
1220,Crew,Male,Adult,No
1221,Crew,Male,Adult,No
1222,Crew,Male,Adult,No
1223,Crew,Male,Adult,No
1224,Crew,Male,Adult,No
1225,Crew,Male,Adult,No
1226,Crew,Male,Adult,No
1227,Crew,Male,Adult,No
1228,Crew,Male,Adult,No
1229,Crew,Male,Adult,No
1230,Crew,Male,Adult,No
1231,Crew,Male,Adult,No
1232,Crew,Male,Adult,No
1233,Crew,Male,Adult,No
1234,Crew,Male,Adult,No
1235,Crew,Male,Adult,No
1236,Crew,Male,Adult,No
1237,Crew,Male,Adult,No
1238,Crew,Male,Adult,No
1239,Crew,Male,Adult,No
1240,Crew,Male,Adult,No
1241,Crew,Male,Adult,No
1242,Crew,Male,Adult,No
1243,Crew,Male,Adult,No
1244,Crew,Male,Adult,No
1245,Crew,Male,Adult,No
1246,Crew,Male,Adult,No
1247,Crew,Male,Adult,No
1248,Crew,Male,Adult,No
1249,Crew,Male,Adult,No
1250,Crew,Male,Adult,No
1251,Crew,Male,Adult,No
1252,Crew,Male,Adult,No
1253,Crew,Male,Adult,No
1254,Crew,Male,Adult,No
1255,Crew,Male,Adult,No
1256,Crew,Male,Adult,No
1257,Crew,Male,Adult,No
1258,Crew,Male,Adult,No
1259,Crew,Male,Adult,No
1260,Crew,Male,Adult,No
1261,Crew,Male,Adult,No
1262,Crew,Male,Adult,No
1263,Crew,Male,Adult,No
1264,Crew,Male,Adult,No
1265,Crew,Male,Adult,No
1266,Crew,Male,Adult,No
1267,Crew,Male,Adult,No
1268,Crew,Male,Adult,No
1269,Crew,Male,Adult,No
1270,Crew,Male,Adult,No
1271,Crew,Male,Adult,No
1272,Crew,Male,Adult,No
1273,Crew,Male,Adult,No
1274,Crew,Male,Adult,No
1275,Crew,Male,Adult,No
1276,Crew,Male,Adult,No
1277,Crew,Male,Adult,No
1278,Crew,Male,Adult,No
1279,Crew,Male,Adult,No
1280,Crew,Male,Adult,No
1281,Crew,Male,Adult,No
1282,Crew,Male,Adult,No
1283,Crew,Male,Adult,No
1284,Crew,Male,Adult,No
1285,Crew,Male,Adult,No
1286,Crew,Male,Adult,No
1287,Crew,Male,Adult,No
1288,Crew,Male,Adult,No
1289,Crew,Male,Adult,No
1290,Crew,Male,Adult,No
1291,Crew,Male,Adult,No
1292,Crew,Male,Adult,No
1293,Crew,Male,Adult,No
1294,Crew,Male,Adult,No
1295,Crew,Male,Adult,No
1296,Crew,Male,Adult,No
1297,Crew,Male,Adult,No
1298,Crew,Male,Adult,No
1299,Crew,Male,Adult,No
1300,Crew,Male,Adult,No
1301,Crew,Male,Adult,No
1302,Crew,Male,Adult,No
1303,Crew,Male,Adult,No
1304,Crew,Male,Adult,No
1305,Crew,Male,Adult,No
1306,Crew,Male,Adult,No
1307,Crew,Male,Adult,No
1308,Crew,Male,Adult,No
1309,Crew,Male,Adult,No
1310,Crew,Male,Adult,No
1311,Crew,Male,Adult,No
1312,Crew,Male,Adult,No
1313,Crew,Male,Adult,No
1314,Crew,Male,Adult,No
1315,Crew,Male,Adult,No
1316,Crew,Male,Adult,No
1317,Crew,Male,Adult,No
1318,Crew,Male,Adult,No
1319,Crew,Male,Adult,No
1320,Crew,Male,Adult,No
1321,Crew,Male,Adult,No
1322,Crew,Male,Adult,No
1323,Crew,Male,Adult,No
1324,Crew,Male,Adult,No
1325,Crew,Male,Adult,No
1326,Crew,Male,Adult,No
1327,Crew,Male,Adult,No
1328,Crew,Male,Adult,No
1329,Crew,Male,Adult,No
1330,Crew,Male,Adult,No
1331,Crew,Male,Adult,No
1332,Crew,Male,Adult,No
1333,Crew,Male,Adult,No
1334,Crew,Male,Adult,No
1335,Crew,Male,Adult,No
1336,Crew,Male,Adult,No
1337,Crew,Male,Adult,No
1338,Crew,Male,Adult,No
1339,Crew,Male,Adult,No
1340,Crew,Male,Adult,No
1341,Crew,Male,Adult,No
1342,Crew,Male,Adult,No
1343,Crew,Male,Adult,No
1344,Crew,Male,Adult,No
1345,Crew,Male,Adult,No
1346,Crew,Male,Adult,No
1347,Crew,Male,Adult,No
1348,Crew,Male,Adult,No
1349,Crew,Male,Adult,No
1350,Crew,Male,Adult,No
1351,Crew,Male,Adult,No
1352,Crew,Male,Adult,No
1353,Crew,Male,Adult,No
1354,Crew,Male,Adult,No
1355,Crew,Male,Adult,No
1356,Crew,Male,Adult,No
1357,Crew,Male,Adult,No
1358,Crew,Male,Adult,No
1359,Crew,Male,Adult,No
1360,Crew,Male,Adult,No
1361,Crew,Male,Adult,No
1362,Crew,Male,Adult,No
1363,Crew,Male,Adult,No
1364,Crew,Male,Adult,No
1365,Crew,Male,Adult,No
1366,Crew,Male,Adult,No
1367,Crew,Male,Adult,No
1368,Crew,Male,Adult,No
1369,Crew,Male,Adult,No
1370,Crew,Male,Adult,No
1371,Crew,Male,Adult,No
1372,Crew,Male,Adult,No
1373,Crew,Male,Adult,No
1374,Crew,Male,Adult,No
1375,Crew,Male,Adult,No
1376,Crew,Male,Adult,No
1377,Crew,Male,Adult,No
1378,Crew,Male,Adult,No
1379,Crew,Male,Adult,No
1380,Crew,Male,Adult,No
1381,Crew,Male,Adult,No
1382,1st,Female,Adult,No
1383,1st,Female,Adult,No
1384,1st,Female,Adult,No
1385,1st,Female,Adult,No
1386,2nd,Female,Adult,No
1387,2nd,Female,Adult,No
1388,2nd,Female,Adult,No
1389,2nd,Female,Adult,No
1390,2nd,Female,Adult,No
1391,2nd,Female,Adult,No
1392,2nd,Female,Adult,No
1393,2nd,Female,Adult,No
1394,2nd,Female,Adult,No
1395,2nd,Female,Adult,No
1396,2nd,Female,Adult,No
1397,2nd,Female,Adult,No
1398,2nd,Female,Adult,No
1399,3rd,Female,Adult,No
1400,3rd,Female,Adult,No
1401,3rd,Female,Adult,No
1402,3rd,Female,Adult,No
1403,3rd,Female,Adult,No
1404,3rd,Female,Adult,No
1405,3rd,Female,Adult,No
1406,3rd,Female,Adult,No
1407,3rd,Female,Adult,No
1408,3rd,Female,Adult,No
1409,3rd,Female,Adult,No
1410,3rd,Female,Adult,No
1411,3rd,Female,Adult,No
1412,3rd,Female,Adult,No
1413,3rd,Female,Adult,No
1414,3rd,Female,Adult,No
1415,3rd,Female,Adult,No
1416,3rd,Female,Adult,No
1417,3rd,Female,Adult,No
1418,3rd,Female,Adult,No
1419,3rd,Female,Adult,No
1420,3rd,Female,Adult,No
1421,3rd,Female,Adult,No
1422,3rd,Female,Adult,No
1423,3rd,Female,Adult,No
1424,3rd,Female,Adult,No
1425,3rd,Female,Adult,No
1426,3rd,Female,Adult,No
1427,3rd,Female,Adult,No
1428,3rd,Female,Adult,No
1429,3rd,Female,Adult,No
1430,3rd,Female,Adult,No
1431,3rd,Female,Adult,No
1432,3rd,Female,Adult,No
1433,3rd,Female,Adult,No
1434,3rd,Female,Adult,No
1435,3rd,Female,Adult,No
1436,3rd,Female,Adult,No
1437,3rd,Female,Adult,No
1438,3rd,Female,Adult,No
1439,3rd,Female,Adult,No
1440,3rd,Female,Adult,No
1441,3rd,Female,Adult,No
1442,3rd,Female,Adult,No
1443,3rd,Female,Adult,No
1444,3rd,Female,Adult,No
1445,3rd,Female,Adult,No
1446,3rd,Female,Adult,No
1447,3rd,Female,Adult,No
1448,3rd,Female,Adult,No
1449,3rd,Female,Adult,No
1450,3rd,Female,Adult,No
1451,3rd,Female,Adult,No
1452,3rd,Female,Adult,No
1453,3rd,Female,Adult,No
1454,3rd,Female,Adult,No
1455,3rd,Female,Adult,No
1456,3rd,Female,Adult,No
1457,3rd,Female,Adult,No
1458,3rd,Female,Adult,No
1459,3rd,Female,Adult,No
1460,3rd,Female,Adult,No
1461,3rd,Female,Adult,No
1462,3rd,Female,Adult,No
1463,3rd,Female,Adult,No
1464,3rd,Female,Adult,No
1465,3rd,Female,Adult,No
1466,3rd,Female,Adult,No
1467,3rd,Female,Adult,No
1468,3rd,Female,Adult,No
1469,3rd,Female,Adult,No
1470,3rd,Female,Adult,No
1471,3rd,Female,Adult,No
1472,3rd,Female,Adult,No
1473,3rd,Female,Adult,No
1474,3rd,Female,Adult,No
1475,3rd,Female,Adult,No
1476,3rd,Female,Adult,No
1477,3rd,Female,Adult,No
1478,3rd,Female,Adult,No
1479,3rd,Female,Adult,No
1480,3rd,Female,Adult,No
1481,3rd,Female,Adult,No
1482,3rd,Female,Adult,No
1483,3rd,Female,Adult,No
1484,3rd,Female,Adult,No
1485,3rd,Female,Adult,No
1486,3rd,Female,Adult,No
1487,3rd,Female,Adult,No
1488,Crew,Female,Adult,No
1489,Crew,Female,Adult,No
1490,Crew,Female,Adult,No
1491,1st,Male,Child,Yes
1492,1st,Male,Child,Yes
1493,1st,Male,Child,Yes
1494,1st,Male,Child,Yes
1495,1st,Male,Child,Yes
1496,2nd,Male,Child,Yes
1497,2nd,Male,Child,Yes
1498,2nd,Male,Child,Yes
1499,2nd,Male,Child,Yes
1500,2nd,Male,Child,Yes
1501,2nd,Male,Child,Yes
1502,2nd,Male,Child,Yes
1503,2nd,Male,Child,Yes
1504,2nd,Male,Child,Yes
1505,2nd,Male,Child,Yes
1506,2nd,Male,Child,Yes
1507,3rd,Male,Child,Yes
1508,3rd,Male,Child,Yes
1509,3rd,Male,Child,Yes
1510,3rd,Male,Child,Yes
1511,3rd,Male,Child,Yes
1512,3rd,Male,Child,Yes
1513,3rd,Male,Child,Yes
1514,3rd,Male,Child,Yes
1515,3rd,Male,Child,Yes
1516,3rd,Male,Child,Yes
1517,3rd,Male,Child,Yes
1518,3rd,Male,Child,Yes
1519,3rd,Male,Child,Yes
1520,1st,Female,Child,Yes
1521,2nd,Female,Child,Yes
1522,2nd,Female,Child,Yes
1523,2nd,Female,Child,Yes
1524,2nd,Female,Child,Yes
1525,2nd,Female,Child,Yes
1526,2nd,Female,Child,Yes
1527,2nd,Female,Child,Yes
1528,2nd,Female,Child,Yes
1529,2nd,Female,Child,Yes
1530,2nd,Female,Child,Yes
1531,2nd,Female,Child,Yes
1532,2nd,Female,Child,Yes
1533,2nd,Female,Child,Yes
1534,3rd,Female,Child,Yes
1535,3rd,Female,Child,Yes
1536,3rd,Female,Child,Yes
1537,3rd,Female,Child,Yes
1538,3rd,Female,Child,Yes
1539,3rd,Female,Child,Yes
1540,3rd,Female,Child,Yes
1541,3rd,Female,Child,Yes
1542,3rd,Female,Child,Yes
1543,3rd,Female,Child,Yes
1544,3rd,Female,Child,Yes
1545,3rd,Female,Child,Yes
1546,3rd,Female,Child,Yes
1547,3rd,Female,Child,Yes
1548,1st,Male,Adult,Yes
1549,1st,Male,Adult,Yes
1550,1st,Male,Adult,Yes
1551,1st,Male,Adult,Yes
1552,1st,Male,Adult,Yes
1553,1st,Male,Adult,Yes
1554,1st,Male,Adult,Yes
1555,1st,Male,Adult,Yes
1556,1st,Male,Adult,Yes
1557,1st,Male,Adult,Yes
1558,1st,Male,Adult,Yes
1559,1st,Male,Adult,Yes
1560,1st,Male,Adult,Yes
1561,1st,Male,Adult,Yes
1562,1st,Male,Adult,Yes
1563,1st,Male,Adult,Yes
1564,1st,Male,Adult,Yes
1565,1st,Male,Adult,Yes
1566,1st,Male,Adult,Yes
1567,1st,Male,Adult,Yes
1568,1st,Male,Adult,Yes
1569,1st,Male,Adult,Yes
1570,1st,Male,Adult,Yes
1571,1st,Male,Adult,Yes
1572,1st,Male,Adult,Yes
1573,1st,Male,Adult,Yes
1574,1st,Male,Adult,Yes
1575,1st,Male,Adult,Yes
1576,1st,Male,Adult,Yes
1577,1st,Male,Adult,Yes
1578,1st,Male,Adult,Yes
1579,1st,Male,Adult,Yes
1580,1st,Male,Adult,Yes
1581,1st,Male,Adult,Yes
1582,1st,Male,Adult,Yes
1583,1st,Male,Adult,Yes
1584,1st,Male,Adult,Yes
1585,1st,Male,Adult,Yes
1586,1st,Male,Adult,Yes
1587,1st,Male,Adult,Yes
1588,1st,Male,Adult,Yes
1589,1st,Male,Adult,Yes
1590,1st,Male,Adult,Yes
1591,1st,Male,Adult,Yes
1592,1st,Male,Adult,Yes
1593,1st,Male,Adult,Yes
1594,1st,Male,Adult,Yes
1595,1st,Male,Adult,Yes
1596,1st,Male,Adult,Yes
1597,1st,Male,Adult,Yes
1598,1st,Male,Adult,Yes
1599,1st,Male,Adult,Yes
1600,1st,Male,Adult,Yes
1601,1st,Male,Adult,Yes
1602,1st,Male,Adult,Yes
1603,1st,Male,Adult,Yes
1604,1st,Male,Adult,Yes
1605,2nd,Male,Adult,Yes
1606,2nd,Male,Adult,Yes
1607,2nd,Male,Adult,Yes
1608,2nd,Male,Adult,Yes
1609,2nd,Male,Adult,Yes
1610,2nd,Male,Adult,Yes
1611,2nd,Male,Adult,Yes
1612,2nd,Male,Adult,Yes
1613,2nd,Male,Adult,Yes
1614,2nd,Male,Adult,Yes
1615,2nd,Male,Adult,Yes
1616,2nd,Male,Adult,Yes
1617,2nd,Male,Adult,Yes
1618,2nd,Male,Adult,Yes
1619,3rd,Male,Adult,Yes
1620,3rd,Male,Adult,Yes
1621,3rd,Male,Adult,Yes
1622,3rd,Male,Adult,Yes
1623,3rd,Male,Adult,Yes
1624,3rd,Male,Adult,Yes
1625,3rd,Male,Adult,Yes
1626,3rd,Male,Adult,Yes
1627,3rd,Male,Adult,Yes
1628,3rd,Male,Adult,Yes
1629,3rd,Male,Adult,Yes
1630,3rd,Male,Adult,Yes
1631,3rd,Male,Adult,Yes
1632,3rd,Male,Adult,Yes
1633,3rd,Male,Adult,Yes
1634,3rd,Male,Adult,Yes
1635,3rd,Male,Adult,Yes
1636,3rd,Male,Adult,Yes
1637,3rd,Male,Adult,Yes
1638,3rd,Male,Adult,Yes
1639,3rd,Male,Adult,Yes
1640,3rd,Male,Adult,Yes
1641,3rd,Male,Adult,Yes
1642,3rd,Male,Adult,Yes
1643,3rd,Male,Adult,Yes
1644,3rd,Male,Adult,Yes
1645,3rd,Male,Adult,Yes
1646,3rd,Male,Adult,Yes
1647,3rd,Male,Adult,Yes
1648,3rd,Male,Adult,Yes
1649,3rd,Male,Adult,Yes
1650,3rd,Male,Adult,Yes
1651,3rd,Male,Adult,Yes
1652,3rd,Male,Adult,Yes
1653,3rd,Male,Adult,Yes
1654,3rd,Male,Adult,Yes
1655,3rd,Male,Adult,Yes
1656,3rd,Male,Adult,Yes
1657,3rd,Male,Adult,Yes
1658,3rd,Male,Adult,Yes
1659,3rd,Male,Adult,Yes
1660,3rd,Male,Adult,Yes
1661,3rd,Male,Adult,Yes
1662,3rd,Male,Adult,Yes
1663,3rd,Male,Adult,Yes
1664,3rd,Male,Adult,Yes
1665,3rd,Male,Adult,Yes
1666,3rd,Male,Adult,Yes
1667,3rd,Male,Adult,Yes
1668,3rd,Male,Adult,Yes
1669,3rd,Male,Adult,Yes
1670,3rd,Male,Adult,Yes
1671,3rd,Male,Adult,Yes
1672,3rd,Male,Adult,Yes
1673,3rd,Male,Adult,Yes
1674,3rd,Male,Adult,Yes
1675,3rd,Male,Adult,Yes
1676,3rd,Male,Adult,Yes
1677,3rd,Male,Adult,Yes
1678,3rd,Male,Adult,Yes
1679,3rd,Male,Adult,Yes
1680,3rd,Male,Adult,Yes
1681,3rd,Male,Adult,Yes
1682,3rd,Male,Adult,Yes
1683,3rd,Male,Adult,Yes
1684,3rd,Male,Adult,Yes
1685,3rd,Male,Adult,Yes
1686,3rd,Male,Adult,Yes
1687,3rd,Male,Adult,Yes
1688,3rd,Male,Adult,Yes
1689,3rd,Male,Adult,Yes
1690,3rd,Male,Adult,Yes
1691,3rd,Male,Adult,Yes
1692,3rd,Male,Adult,Yes
1693,3rd,Male,Adult,Yes
1694,Crew,Male,Adult,Yes
1695,Crew,Male,Adult,Yes
1696,Crew,Male,Adult,Yes
1697,Crew,Male,Adult,Yes
1698,Crew,Male,Adult,Yes
1699,Crew,Male,Adult,Yes
1700,Crew,Male,Adult,Yes
1701,Crew,Male,Adult,Yes
1702,Crew,Male,Adult,Yes
1703,Crew,Male,Adult,Yes
1704,Crew,Male,Adult,Yes
1705,Crew,Male,Adult,Yes
1706,Crew,Male,Adult,Yes
1707,Crew,Male,Adult,Yes
1708,Crew,Male,Adult,Yes
1709,Crew,Male,Adult,Yes
1710,Crew,Male,Adult,Yes
1711,Crew,Male,Adult,Yes
1712,Crew,Male,Adult,Yes
1713,Crew,Male,Adult,Yes
1714,Crew,Male,Adult,Yes
1715,Crew,Male,Adult,Yes
1716,Crew,Male,Adult,Yes
1717,Crew,Male,Adult,Yes
1718,Crew,Male,Adult,Yes
1719,Crew,Male,Adult,Yes
1720,Crew,Male,Adult,Yes
1721,Crew,Male,Adult,Yes
1722,Crew,Male,Adult,Yes
1723,Crew,Male,Adult,Yes
1724,Crew,Male,Adult,Yes
1725,Crew,Male,Adult,Yes
1726,Crew,Male,Adult,Yes
1727,Crew,Male,Adult,Yes
1728,Crew,Male,Adult,Yes
1729,Crew,Male,Adult,Yes
1730,Crew,Male,Adult,Yes
1731,Crew,Male,Adult,Yes
1732,Crew,Male,Adult,Yes
1733,Crew,Male,Adult,Yes
1734,Crew,Male,Adult,Yes
1735,Crew,Male,Adult,Yes
1736,Crew,Male,Adult,Yes
1737,Crew,Male,Adult,Yes
1738,Crew,Male,Adult,Yes
1739,Crew,Male,Adult,Yes
1740,Crew,Male,Adult,Yes
1741,Crew,Male,Adult,Yes
1742,Crew,Male,Adult,Yes
1743,Crew,Male,Adult,Yes
1744,Crew,Male,Adult,Yes
1745,Crew,Male,Adult,Yes
1746,Crew,Male,Adult,Yes
1747,Crew,Male,Adult,Yes
1748,Crew,Male,Adult,Yes
1749,Crew,Male,Adult,Yes
1750,Crew,Male,Adult,Yes
1751,Crew,Male,Adult,Yes
1752,Crew,Male,Adult,Yes
1753,Crew,Male,Adult,Yes
1754,Crew,Male,Adult,Yes
1755,Crew,Male,Adult,Yes
1756,Crew,Male,Adult,Yes
1757,Crew,Male,Adult,Yes
1758,Crew,Male,Adult,Yes
1759,Crew,Male,Adult,Yes
1760,Crew,Male,Adult,Yes
1761,Crew,Male,Adult,Yes
1762,Crew,Male,Adult,Yes
1763,Crew,Male,Adult,Yes
1764,Crew,Male,Adult,Yes
1765,Crew,Male,Adult,Yes
1766,Crew,Male,Adult,Yes
1767,Crew,Male,Adult,Yes
1768,Crew,Male,Adult,Yes
1769,Crew,Male,Adult,Yes
1770,Crew,Male,Adult,Yes
1771,Crew,Male,Adult,Yes
1772,Crew,Male,Adult,Yes
1773,Crew,Male,Adult,Yes
1774,Crew,Male,Adult,Yes
1775,Crew,Male,Adult,Yes
1776,Crew,Male,Adult,Yes
1777,Crew,Male,Adult,Yes
1778,Crew,Male,Adult,Yes
1779,Crew,Male,Adult,Yes
1780,Crew,Male,Adult,Yes
1781,Crew,Male,Adult,Yes
1782,Crew,Male,Adult,Yes
1783,Crew,Male,Adult,Yes
1784,Crew,Male,Adult,Yes
1785,Crew,Male,Adult,Yes
1786,Crew,Male,Adult,Yes
1787,Crew,Male,Adult,Yes
1788,Crew,Male,Adult,Yes
1789,Crew,Male,Adult,Yes
